reviews,label
bagus amaattt! 8rb setebel ini parah parah paraahhh,1.0
"Sebenarnya pengen kasih bintang 1, nggak mau ribet karena Shopee menolak. Kepaksa kasih 3. Thk",0.0
"Top...Pesanan lengkap....tpi d kemas ny lama betttt,d chat,Bru d kirim mungkin Lgi overload....mksihhh",0.0
"Muraah sekali kaca matanya tp syg ada cacat sedikit di pinggiran tp masih bs dipakai anak sy ,  bingkai tipis",0.0
"Minus di pengiriman aja yg telat, ga langsung dikirim di hari H nya",0.0
Kacamata nya potong ☹️😭 aku nunggu soalnya butuh pas Dateng potong yah sedih banget,0.0
Bagus cuma 1nya agak rusak,0.0
"Agak kecewa saya order di toko ini udah barang yg dikirim banyak yg salah warna, ada 4an barang nggk dikirim juga diminta pengembalian dana responn lamaa agak sulittt. Mana barang udah dijual disuruh kirim ke seler lagi. Di mintai dana lagi ditolahh haduh kecewa bangetttt",0.0
"Toko penipu, order 4 yg datang cuma 3,
Kemaren juga order 5 dtg cuma 2, ngk sadar order di toko yg sma, kalau tau toko sama ngk bakal order di sini lagi, gk mau gnti krna gk ad video unboxing,,toko ta*ikkkkkk",0.0
sis sis tercintaa jangann order kacamata di toko ini yahh pengalaman deh saya ordernya 40pcs di kirim hanya 15 pcs dong nipuu dong si ownernya saya udah ajukan pengembalian dana tapii sihh ownernya bnyak alasan dong # cukup aku yang jadi korban jangan kalian # owner nipu,0.0
"Barangnya mendarat dgn selamat sentosa tanpa ada yg cacat.😂
Pengemasan nya rapiii bgtt, jd gk takut pecah.
Berang lengkap dan bagusss"" bgtt .❤️❤️❤️❤️❤️",1.0
"Pesen kc mt hitam 1, korset 2, dan 5 kc mt anti radiasi. Kc mt anti radiasinya dikrm cm 1. Kecewa bgt. Komplen jg gk bs krn gk vid unboxing. Chat seller jg ribetin. Klo udh bgini brati ini toko gk amanah. Kapok dh blanja d sini.",0.0
"Seneng si belanja disini lengkap barang yang dateng terus datengnya cepet banget, barang nya worth it banget sih dengan harga ga begitu mahal tapi punya kualitas. Ga kecewa pokonya beli disini. Thank you 🥰🥰🥰🥰",1.0
"Mantull, udah berkali kali langganan di sini dan barangnya tidak mengecewakan",1.0
Udah lama nyari nyari kacamata keyen kyagini dan harga pun murce banget.,1.0
Mna salah kirim deh saya minta yang polos dikasih yg titik putih dua,0.0
Baaaaaguuuuussss bangeeet muraah nggak kecewa pokok ny order di sini ,1.0
"Alhamdulillah brng nya udah dtng...
Cepet bgt dtngnya^^
Cuman.. rada kecewa karna yg dipesen model apa yg dtngnya model apa:(
But... it's okay. Mungkin kakanya udah bingung karna bnyk pesanan jg^^ 
Makasih karna udah dikirim:)",0.0
"Akhirnya setelah lama nyari"" diollshop kacamata kaya gini dapet yg sesui dengan ekspektasi dan harganya juga murah tpi kualitas nya ngga murahan.maksih kakk huhuu seneng banget 💗💗💗💖💞💖😍♥️🥰💞",1.0
Barang cacat yang dikirim,0.0
"Untung beli 2, yang 1 cacat mental",0.0
"pengiriman lama mungkin karena flas sale, kaca nya ada noda sedikit ga bisa hilang😅",0.0
Padahal udh ingatin untuk cek unit biar gak kyak toko sebelah..ternyata sama aja.bukan masalah harga tapi kepuasan pelanggan yg di utamakan mau refund barang murah kalah sama ongkir nya...yaudah smoga kedepannya lebih pentingin kepuasan pelanggan biar gak kecewa lagi,0.0
"Barang sesuai pesanan ,, pengiriman agak telat ,, agak aneh pas tali nya ko copot ya gak paten",0.0
"Baguss tapi ada yg rusak mohon untuk segera di return kak🙏🙏
Sampe skrg jam nya belom saya pakai",0.0
"Syg banget yg maroon tombolnya patah ga tau patahannya kmna
Yaudah lah GPP
Harusnya bintang 5 tpi krna cacat 4 aja yaa",0.0
Dan yang ini juga yg warna navy dikirim yang udah lepas kayak gini gabisa dijual lagi dong jadinya klo dikirim yg rusak..🥺 kecewa serius😢,0.0
"Tokonya bener ""gak amanah👿👿jam yang dikirim satu padahal gw pesen 3! mana gadak ngasi kabar duluu👿Buat kalian yg mau mesen mikir dulu deh sebelum kecewaaa!!! Mana Pengiriman lama😏",0.0
Saya kecewa toko ini tidak amanah . Saya pesan 12 yg di kirim cuma 8 . Bulan puasa malah ambil hak org . Jam tgn saya hitam dan abu kamana dan kacamata saya hitam 2 pasang kmn . Produk saya 4 pasang kmn Knp nggk d kirim . Saya mnta kembalian nya .,0.0
Bagus si min cuman agak kecewa baru datang 1 hari kemudian tombol nya patah! Mau saya balikan tp saya males nunggu nya jadi ydh terpaksa mau g mau harus makek hehe gapapa buat pengalaman aja si ini jugak saya co gbt aja kok mkn🤣toppp dapet harga 12k an dah dapet jam kek gini🙏thxx sesuai harga si🥳,0.0
"Bagus, semua barang dikirim lengkap sesuai pesanan cuman jam LED-nya aja msih bingung cara stel nya tpi tokonya Djamin amanah kok",1.0
Wapikk poll ga nyesel deh beli. . Hargae ya ga murahan ws ndg tumbas bergaya ga perlu yg mehongg ya bestii,1.0
"Barang lengkap, pengemasan lama. Tapi ada beberapa jam yang pecah & mati. Untuk sellernya mau tanggung jawab. Packingnya cuman 1lapis buble wrap aja, padahal saya order 40an pcs. Tolong diperbaiki lagiii",0.0
"Bagus sihhh.... Cuma yg putih warnanya bukett bgt,, kek udah kotor...",0.0
"Barang datang dengan kondisi cacat
Untuk aplikasi shope dalam penilaian sekarang dapat koin cuma 25 padahal dulu 100 , makin hari makin buruk aja.",0.0
"Yah kecewa bgt... Ya mungkin klo murah jelek gpp, tpi datang rusak...🙄🙄🙄🙄🙄",0.0
"Bagusss BGTTT sesuaii ekspektasi , pengirimannya agakk lama mungkin karnaaa 12.12 tapiii gpp ,dengann hargaa segituuuu bagusss BGTTT gaa boongg ,nyesell cumaa blui satuu doanggg 😭",1.0
"jamnya udh copot 😥, lain kali tolong d cek dulu yaa. yg hijau juga copot, tp untung masih bisa d pasang. gini saya yg rugi 😥😥😥😫😫😫😫",0.0
"Kecewa sih jam nya banyak yang mati tas juga dikirim yang bolong'' padahal pesanan orang semua udh bela""in Ongkir mahal",0.0
"Bagusss bangggeetttt
harga juga murahh
Cuma harus di setting dulu tapi okeeee bangett",1.0
"Agak sedih si warna jam nya keorange"" An gitu padahal pesenan aku yg pertama bagus"" Aja putih gitu gak gatau sekarang warna orange gitu agak sedih si",0.0
"sebenernya jam nya cantik apalagi warnanya, cuma ya baru dipake sekali udah copot yg item2nya buat pasang kelubangnya",0.0
Tidak recommended di toko ini padahal sudah langganan kecewaaaaaa baaangeettt,0.0
"Bagus bgt,cocok buat anak saya, pengiriman agak lama tp gag masalah,cuma pesanan saya ada yg kurang kok bs sih gag di cek dgn teliti",0.0
"Kecewa, karna banyak barang yg rusak yg dikirim
Auto aku jdi kapok dong ordernya, secara barangnya utk aku jual lagi, bukan nya untung malah buntung 😢😢",0.0
"Pesen 2 yg idup cuma 1,barang rusak kecewa parah,kurir nya jga kurang ramah barang gk di ater sampai ke tempat tujuan",0.0
awal percaya banget sama toko ini.eh kali saya anggap toko ini ga amanah....saya pesan 55pcs...datang cuma 25pcs....berapa kerugian saya....500rb lebih.jd  rugi jualan aku.....coba liat deh bungkus aj kurang lebih sebesar hp mana bisa barang 55pcs dibungkus disitu.👎👎👎ga bakalan lagi belanja dsini,0.0
Barang yg ditunggu2 ternyata tidak bagus ..baru mau dibuka kemasannya ehh udh copot aja bagian menyetel jam na ..kecewa ..padahal buat kado sangat ditunggu datangnya malah buat kecewa n zonk ..,0.0
Saya sudah kirim vidio nya dan ga dj kembalikan uang saya saran jangan beli di sini selalu kurang dan ga ada tanggung jawab nya,0.0
"Pengiriman lama mungkin krna 77 shope
Pengemasan super jelek bgttt 😭
Untung brg g rusak
Tolong diperbaiki ya boss
Ada 3 jam yang ga ada plastiknya itupun warna putih smua terus ku ganti biar yang putih ga kotor",1.0
"Sangat kecewa,,,,,,baru saja cek out beberapa menit chat maw ganti warna katanya gak bisa,,,pilih maron yg datang merah,,,,,pokokke kecewa banget......",0.0
Yaa sesuai hrga.. Brg sering dikirim g lengkap.. Ajukan pngembalian dana ditolak.. Kecewa bgt pdhl sering order dsni 🤦‍♀️,0.0
"Jam nya jelek bgt,tangkai nya gak lurus dan kotor jam nya,dan di di chat gak di respon",0.0
"bagus, ala ala jam mahal, murah tapi ngga murahan, terimakasih 🙏🏻",1.0
Gmna sih jam tngn ini🤔 ga bisa di atur lgi hmmm gmana ya ?? Jdi bingung,0.0
Sama ini juga di foto pakai logo kok datangnya gak pakai logo sama aja nipu pembeli,0.0
Jamnya gaada cantelannya huhu sedih bgt padahal bagus tapi jadi gabisa dipake,0.0
"Pengiriman lama, barang yg nyampe ada yg cacat gqk bisa kpke",0.0
Barang yg d terima cacat tdk bsa menyala dan ada tombol yg patah...sya kecewa,0.0
Agak kecewa sih krn ada lecet di pinggir jamnya:(,0.0
"Knp malah d kirimin jm rusak si
Kecewa!!
Ga LG deh beli barang d toko ini
Barang ga bisa kepake
Uang hlng jd nya
Klo bisa d ganti rugi!!",0.0
"Brang yg sy pesan 2,,dn yg sampai cuma 1,",0.0
"Jam tangannya cute cantip banget😍hanya saja kacamatanya keras banget bagian framenya(Jadi susah kacamatanya kalau di tekuk ngeri banget patah)💔Maaf ya min aku harus review jujur😭Semoga next diperhatikan lagi barangnya ya, makasi😌",0.0
Udah pernah bli di sini sebelumnya tapi kali ini agak kecewa karna yg satunya sobek,0.0
"Kurang 2 item cuma 7 ordernya 8 
Navy cuma 5 ordernya 6",0.0
"Kecewa, pdhl udh langganan, giliran saya gk buat video unboxing lagi, eh tau2 nya, jam nya kurang 1 dikirim , yg pdhl kmrin2 wktu saya pesan klau barang yg gk ada, dikabarin dlu, langsung krm, ni langsung krm ,sakit 💔",0.0
"Alhamdulillah barang sudah sampai.
Ada barang yang cacat
Jam tangan hilang tombolnya
Untung masih bisa di tekan tombol yang di dalam walau sedikit susah........
Lain kali lebih teliti yah kak",0.0
"bagus banget cuma aku agak susah buat masangin jam nya, overall bagusss dgn harga semurah inii. makasihh🥰✨",1.0
"Bangus bangetttt, udah berapa kali mesen ditoko ini dan alhamdulillah ga pernah dikecewain. Respon penjual juga baik, seneng deh belanja ditoko ini. Pertahanin ya kak, jangan dibikin kecewa hehe. Minusnya ada dipengiriman yang lama banget tapi bukan salah tokonya",1.0
"Jamnya bagus, tapi ada beberapa yang cacat.pengemasan juga agak lama.",0.0
"Kecewa ...
Masa bandolannya lepas.....
Gak bsa lagi benerin",0.0
"Kecewa bgt sm seller nya g amanah, pesanan sy g dikirim semua, kurang 2 pesanan g dikirim, sy anjurkan klo beli disini saat pengemasannya dibuka sambil video ya",0.0
"Tombol jamnya patah, untuk harga segitu dibanding toko lain sih buruk yaa",0.0
Kualitas peroduk sangat tidak sy sukai  sy beli yang sama tadangya sangat kecewa tapi yang hitam sy pesan warna pink hitam datang ya lg yang pink itu ya copot haduhh,0.0
Lumayan lah buat ukuran harga segitu mah....tapi ya ga tau awet apa ga....susah banget mau ngatur jam nya,0.0
"Hati2 yg beli byk, saya beli 8 di kirim 7. Harusnya beli byk pelayanannya bagus karna bakal repeat order. Saya ada vidio unboxing tapi chat gak di balas2 padahal online
Ni orang sengaja kirim 7 terus gk tanggung jawab, mending cari seller lain ya. Jgn beli di sini. Sellernya gk amanah",0.0
Pengiriman sangat buruk. Orderr banyak hanya dibungkus dengan bubble wrap 1 lapis aja. Padahal brli jam dan boxnga yg rawan pecah. Tp gada packing khusus sama sekali. Udh beli 3x dikecewain terus. Walopun dananya di redund tp dana box nya ga garansi. Pdhl kesalahan pengiriman dari pihak toko.,0.0
Kecewa sih rusak hhshzbxjxncchxhxbxhcjjcjcjjcjcjjcjcjcjcj,0.0
"Jam nya jelek keras sesuai lah dengan harganya cumac15rb beli mubazir aja ga bisa dipake penyaitnya lepas longgar terus, kapok sih beli yg murahan kualitasnya juga murahan sesuai dgn duitnya",0.0
Kecewa klo yg ini tombolx rusak jd gak bisa dipake untuk atur2 waktunya.,0.0
Bagus cuman susah di atur jam nya susah di tekan tekan,0.0
"Sebel bngt padahal pesen 2 jam tangan yg dateng malah setela sama jam anak anak gajelas bngtt,,,,,",0.0
MATI JAM NYA TEMEN AKU MARAH SAMA AKU ANJRITT GR2 JAM DOANG INI GIMANA GA TNGGUNG JAWAB KA BARU BELI TP UDAH MATI YA ALLAH KO GA AMNAAH☹️,0.0
"Kan aku beli 2,tapi pencetan nya yang satu lepas,padahal cuma kesenggol,tapi gpp lah,sesuai sama harganya",0.0
"Sudah dua kali beli disini selalu kecewa, kemaren ni salah warna, sekarang rusak. Murah boleh tapi jgn yg rusak.",0.0
"Beli 2 item yg datengnya cuman 1, kita komplain tpi hrus ada video unboxing aja. Y siapa yg tau mau kecewa gini.",0.0
Ga rekomendasi banget sih belanja disni! Giliran komplain bener2 slow masak saya pesen 4 jt ga di bublle wrap pdhl bublle wrap murah ga seberapa hasilnya 50 persen nya pecah hancur bener2 ga mikir sih kalau kata aku !! KECEWA bgt giliran di minta tanggung jawab gada garansi untuk kotak tp ga mikir,0.0
Jangan order disni krn kalau udh komplain slow respon order banyak jga bikin kecewa banyak hancur rusak b,0.0
"Bagus, tapi strapnya kok beda ya warna item sama merah. Model jamnya juga beda, padahal belinya barengan dan diwaktu yg sama",0.0
"Ga ush beli barang disini, orngnya ga amanah, ga bertanggung jawab, saya beli dua yg dikirim cuma satu, di cht ga dibles, padahal aktif, sumpah kecewa banget, semoga berkah yg kau mkan dari hasil nipu",0.0
"Pesan warna putih kok malah dtng nya warna putih butek gini...
Ini sih bukan putih tapi mah cream...
Sedikit kecewa",0.0
Untuk pengaturan jam tangan bunder2nya hilang 😌 ga susuai sama fotonya.. jadi kallo mau atur mitesnya susaah... Tolong diteliti lagii . !!,0.0
Di kirim nya lama banget terus udah smpei brng nya rusak pula kecewa banget si,0.0
"Kcewa sih padahal pesan 4 buah tapi yg smpe hanya 2, di resi juga tertulis jelas kalo tiap itemnya sy pesan 2",0.0
"Kecewa sangat pesan 7 barang tatang cma 5 pokoxa kecewa banget,mudah2an berkat buat saya 😇🙏",0.0
"Kecewa warna nya yg dikirim ga sesuai sama 
Yang aku pesan gak amanah banget kalo ga ada warna yg aku mau bilang jgn asal kirim ganti jadi warna yg lain😡",0.0
Saya pesan bnyk jam dikirim malah sedikit. Kurang 4 jam penjual gak tanggung jawab padahal barang jualan,0.0
Harusnya hitam yang dikirim ini navy tolong lebih teliti bikin kecewa,0.0
"Seller nya susah bgt ngerepson, pesanan kurang tapi gada tanggung jawabnya sedangkan video unboxing kumplit, diajukan pengembalian ditolak",0.0
Barangnya kurang 3 .. Rugi 30k .. Mana barang pesanan pelanggan.. Katanya harus ada video unboxing.. Di ket dus nggak ada di suruh bikin video unboxing .. Seharusnya kalau barang kosong kasih tau dong..,0.0
"Jam nya kecepetan, anti gores nya miring, dan pengemasan nya perbaiki lagi masa jam doang plastik nya gede banget harusnya disesuaikan dengan barangnya, Pengemasannya lama bangettt sebelum dikirim, untuk kualitas barang lumayan dengan harga enak dipake karetnya lentur",0.0
"Saya beli 12 yang datang cuma 10 saya komlen, tokonya gak mau ganti rugi. Julan tu yang jujur bos.",0.0
"BARANG ZONK , PESAN WARNA HITAM DUA DUA YG DATANG BIRU DAN MERAH . PENGIRIMAN JUGA LAMA . CHAT AJA GAK DI RESPON PENJUAL . JANGAN BELI DI TOKO INI KALAU GAK MAU NYESAL . TOKO YANG LAIN ADA KOK BARANG YANG SAMA DAN SELLER NYA RAMAH",0.0
"Beli 3 rusak 1 
Alasan tidak tau kalau batrai habis",0.0
"Yg d pesan ap yg smpai apa
Agak kecewa si",0.0
Sy pesan 4 pcs tapi yg datang hanya 3 pcs sja.,0.0
Kecewaaaa banget kok datengnya yang lain sih,0.0
Rusak guys 😟kecewa,0.0
Toko PENIPU barang bnyak yg gak dkirim,0.0
"Barangnya jelek lecet,gak sesuai SM yg di foto",0.0
jelek bangettttt!!!padahal di gambar mh baguss,0.0
"tempat setingnya masa diksh yg putus , entah apa",0.0
Kecewa,0.0
Pesan 2 hanya di krim 1 pdhal udah bayar.kcewa,0.0
Kecewa banget beli 3 satu cacat! Ini gimana,0.0
Tombol nya ada yang patah 1 hadeuh jadi rugi  1pcs jam nya laaa,0.0
Packingan Memang Agak Buruk,0.0
Buruk banget,0.0
"bgsss bgttt,rekomen deh buat kalian yg mau pergi pergi,sekolah pokonya bgs bgtt hihi,mksi kakka",1.0
Jelek kek harga 5 rb annnn tali miring tombol copot gak sempet vidioin yg asli soalnya gak tau klo barang gak sesuai ekspektasii hmmmmmmmmmmmmmmmmmmmm,0.0
"Jangan pernah beli disini kalo kalian gak mau nyesal. Saya order jam malah dikirim jam mati toko sangat² tidak amanah, baru kali ini saya belanja di shoppe kecewa karna dikirim barang rusak",0.0
"Sumpah jam ny bgus bgt, ada lampu² angka nya wrna wrni, sbnernya agak susah si ngntur jam ny tpi alhamdullilah bisa kok, terimakasih",1.0
Jelek banget mana lg butuh banget jam tangan eh malah dateng kek gitu udh jam nya jelak,0.0
"Jelekkkkkk, barang ada tiga yg gaada udh diwanti wanti jgn smpe ada yg kurng kalopun barangnya gaada uangnya masukin paket, knp? RIBET KALO AJUKAN DANA MERASA PALING RUGI PADAHAL SITU PEMERAN UTAMA. KALO BUAT DIJUAL LAGI JGN DISINI GACOCOK",0.0
"Kecewa bnget sihh,jam nya mati , trus beli gelang couple malah di krim kalung yg 3rb'an",0.0
Tombol.buat ngaturnya lepas gabisa diatur pula ! Kecewa,0.0
"Hati2 belanja ditoko ini 
Udh kali mereka nipu saya 
Mwreka kirim barang gak lengkap
Dan mereka kirim barang yg cacat

Di suruh refund ..mereka gak pernah ngaku salah 

Jdi klo bisa jangan belanja di toko inj ya",0.0
"Saya mohon sama pelanggan lain kalau mau belanja di toko ini mikir dulu , soal nya saya mesan jam ini 7 pcs jam tangan dan tidak dikirim sama sekali , padahal jam tangan itu untuk customer saya dan bukan nya saya untung malah rugi besar saya
 
Toko ini sama saja dengan menipu 😡",0.0
"Packing buruk pengiriman lambat, kuncian tali nya gk bisa nempel,",0.0
"Beli kedua X bukan nya tambah bagus malah sengaja di kirim barang rusak, beli 3 cuma 1 yng bener nya, yng satu bekas di ganti batre ada bekas lem korea nya, yng satu lagi abis batre nya. Ngga amanah jadi orang, males beli di sini lagi.",0.0
Harusnya dikasih babel wrab dikit biar gk kegores layarnya,0.0
"Sdah 2 kali di kirim in jam mati 🥺 padahal pesananya org, terpaksa deh enggak di jual Dan rugi",0.0
"Beli 22 pcs, rusak 3 pcs, mana yg retak itu yg harganya lumayan, auto gk diambil sama cust.tolong, packingannya yg tebal dikit, biar meminimalisir kerusakkan saat pengirimn. Kalo merasa rugi, naikknn ke etalase shopee bubble sma packingn kardus, biar bisa dibeli.. Kan sama2 enak, gk ada yg dirugikan",0.0
"GAK TAU KENAPA TIAP ORDER GAK PERNAH BETUL SALAH AJA WARNA GAK SESUI DI KIRIM GAK JELAS PDHL DI JUAL LAGI , ITU APA GAK MIKIR YA KITA JUGA SAMA"" CARI UANG TAPI SEENAKNYA AJA DOSA MU LEBIH BERAT KAU TANGGUNG DI AKHIRAT NANTI HATI"" BOSKU KALAU JUALAN YANG AMANAH 🤙",0.0
"TOLONG DI PIKIR PIKIR LAGI KLO BELI DI TOKO INI, BARANG YG DIKIRIM SERING RUSAK N DUIT G BALIK, JD BUAT Kalian yg mau d jual lagi dr pada rugi mending beli d toko lain aja, penipu toko ini",0.0
"Kecewa sama toko ini slaluuu barang kurang dikirim,ngak teliti  wktu ngirim paket",0.0
"penjual ga teliti, Barang ga dikirim, pengajuan dana dipersulit, dana hangus gitu aja",0.0
"gila, pesan berapa di kirim berapa. ngajuin pembatalan eh malah di tolak. 
bukannya apa, saking percaya sama toko ini, makanya g pernah bikin video unboxing. tau gini mending ke toko sebelah!!!",0.0
Kak kenapa jam nya aneh baget jam di hp 05:58 tetapi kalo di jam 12:58 sumpah aneh anti air lagi,0.0
Susah bgt nyettingnya yallah. Musti nyari di youtube dan tombol jam buat gesernya agak susah. Wajar aja sih 12rb jangan berekspektasi tinggi,0.0
Barang lengkap tapi ada yg rusak mana tidak sempat video inboxsing,0.0
Gatau kualitasnya pesen barang 300rb cuma dikirim total 100rb minta pengembalun 200rb ga dikasih hati hati yang mau beli disini ownernya ga amanah dan gamau ngecek stock pada tanggal itu,0.0
"Kwalitas dari seseorang mencerminkan kwalitas dimana dia bekerja, 

Kecewa sama pelayanan nya, sudah nunggu lama, kembalian dari uang COD pun kurang tanpa basa basi",0.0
Barang yg dikirim kurang...pesan jam tangan 4 yg dtg cuma 3,0.0
Pesan 2 pcs. Yg wrna navy bgus brfungsi. Yg satunta wrna putih rusak😢,0.0
Saya sangat kecewa dengan toko ini saya sudah sering langganan tapi kali ini headset saya pesan tdk dtg,0.0
"makasih min sudah sampai paket nya
cuma 1 keluhan d bawah matahari ga jelas jam nya, dan ada bercak bercak di dalem kacanya ..
selebihnya mulus
makasih.",0.0
"Ngak ada pesanan ini dan kacamata dlm paket dan yg lain pesanan saya Ngak sesuai gambar
Pesan apa yg dtg apa 👎 kecewa
Buat rugi customer ini namanya",0.0
"Parah ini toko,saya order JM tangan 3 yang dtang cuma 2 trus warnanya ngga sesuai lagii ,,,,,,nyesel dah beli disini pertama udah trauma😂buang"" uang 💸",0.0
"Ini allshop penipu,  pesan 9 pcs brg,  yg di kasih 2 pcs,  giliran di tanya,  banyak cincong,  buat semua org yg mau belanja disini gak usah belanja, apalagi sistem transfer
Sangat2 mengecewakan dan buruk",0.0
"sedih ga sesuai ekspetasi, jamnya kyk barang lama terus tombolnya juga susah ditekan🥲",0.0
PENIPU PESAN NYA 10 YANG DATANGNYA 8 TIDAK AMANAH,0.0
Sangat kecewa dengan pelayanan dan tanggung jawab nya dengan pelanggang,0.0
Kecewa banget,0.0
"Samping jam nya pecah,barang nya cantik kok.",0.0
Produk bgus tp syg yg maroon tali'y rusak,0.0
Jamnya rusak,0.0
Karnaa jamnya susah bgtt di pencet,0.0
pengiriman lama slow resp juga tokony👎🏻,0.0
jelek jam nya gk sesuai expetasi,0.0
"TOKO JELEK GAISSS GA AMANAHHH JANGAN BELI DISINI, APALAGI BUAT YG DIJUAL LAGI GACOCOK SUMPAH BIKIN RUGI. ADMINNYA DONGO GABISA BACA!!!!!! KAMU YG SALAH TAPI SEOLAH CUSTOMER YG SALAH!!! YG BUAT DIJUAL LAGI JANGAN BELI DISINI BIKIN RUGIII DITOKO LAIN AJA. BUKAN SEKALI DUA KALI. TOKO TAI",0.0
pengiriman lama barang rusak,0.0
Lama bgt pengirimannya,0.0
Pengaturanya patah jd susah mw ngatur jam nya,0.0
Rusak yh,0.0
"Jam nya, sempat eror",0.0
Ada barang yang rusak,0.0
"Jam nya kurang , terus rusak rusak yg dikirim :)",0.0
tali nya agak kaku tapi nyalah semua,0.0
Astaga kecewa banget tombol nya lepas🥺,0.0
Pengiriman jam nya salah,0.0
Pengiriman sangat lama,0.0
Respon seller lelet barang yg di kirim kurang 1,0.0
"Toko gak rekomen 
Jam mati kok dikirim",0.0
Carang cacat,0.0
kecewa kecewaaaaaa,0.0
Pesan 2 semuanya rusak,0.0
Saya kecewa kenapa jamnya di kirim warna orange..,0.0
Tas nya bagus... Ngak rugi beli disini... Next aku order lagi ah...,1.0
Bagusss bgtttt.... Sumpah... Dengan harga segini dapat kualitas sebagus ini... Gak nyangka... Udah langganan juga sih beli tas di sini.... Emang kualitas nya itu gak malah sama yg Mahal.... Kalau ada yg murah Dan kualitas oke Kenapa pilih yg Mahal😁,1.0
"Cantik cantik cantik 😍
4x order 4x tidak mengecewakan ❤
Thankque recomen pokoknya toko ini....",1.0
Bahan bagus cuma dikit yg cela,0.0
"Tas ny oke BGT geezs
Awal nya sich ragu
eee ternyata barang nya datang
Syukak BGT",1.0
"Tasnya bagus tebel, talinya juga tebel ga mengecewakan harga boleh murah tp egak murahan donkk ... ke2 kalinya order di tasready ga kecewa sama sekali seller amanah syuka syuka jangan ragu belanja tas ditoko ini gess thankyou seller",1.0
"Alhamdulilah ditrima dgn kondisi bgs, tdk ada yg cacat. Lengkap, smga slalu amanah dan slalu meningjatkan kualitas layanan. Trimakasih🤩🤩🤩🤩🤩",1.0
"Paket sudah sampai.. baguss, bltidak ada yang cacat..thanks seller",1.0
"Udah langganan sama tokonya,dan ngga pernah mengecewakan produknya...so produk2 yg lain juga ngga kalah keceeee badaiii deh",1.0
"Ke-2 kali beli tas disini dan tdk pernah mengecewakan. Harganya boleh murah, tapi kualitas gak murahan 👍👍",1.0
"Tas nya real pict, syukaaa.. cuman bete aja ama kurir nya, paket di inepin 3hari.. jdi lama, baru keterima hari ini. aturan 3hari yg lalu..",0.0
Bagus banget tas nya....kayak tas mahal...next mau order lagi😁,1.0
Gk usah ragu blnja d sini.realpik semua barang ny...👍👍👍👍👍,1.0
Nice pokonamah mantaaaafffff hehehhee .. suka cuma ada cacat dikit 😭😭 padahal ini pesenan orang,0.0
Pesen brown...yg dkirim blue...cape dech...klo blue mah...dtoko sebelah geh lbh murce...maap jd kecewa...jd hnya bintang 3,0.0
"Kirain besar n talinya panjang,,tp trnyta kecil  n GK terlalu panjang,,",0.0
Tas ny udah mendarat dngn slmat tp pas d tali nya ky udah lama udah karatan,0.0
"Kaitannya 1 rusak mau d kembalikan waktu mepet, apa adanya aj d..",0.0
waaahhh baguzzz tasnyaaa pkoknya seng deh. bahannya jg g kalah sama yg di mall2. hehehe...,1.0
Cantiiiiik bnget.. gak sempat ftoin keburu di ambil pelanggan,1.0
Sukaaaa....cepet banget pengiriman nya padahal baru kemarin sore dah nyampe lagi...🙏,1.0
Tas nya bagussss apalagi tali tasnya tebel jd berkesan mewah ga murahan,1.0
Mantulll pokoknya. Gausah ragu beli di toko ini.,1.0
"Tali kurang panjang,pendek bgt trnyata",0.0
Pengiriman sangat lama.,0.0
kecewa order yg brown dikirim biru,0.0
Recomended lah toko ini pokonya ya jgn ragu bnget sih buat langganan,1.0
Pokonya mantul GK kecewa belanja d toko ini,1.0
"Gila parahh,harga murah kualitas top markotoppp",1.0
Sumpah baru kali ini kecewa sama toko ini baru juga kmrin aku psen ponakan aku jga pgn aku beliin lah ga taunya rantenya full lem mending kalo lemnya putih ini mah kuning 😭😭 aga kecewa sama toko nya padahal udh langganan dan tiap pesan selalu baguss kali ini aja yg bikin kecewa 😭😭,0.0
"Bagus juga, tpi ada cacat goresan retak di tutup nya dan itu kelihatan, mungkin krna pengiriman ga pake bubblewrap.",0.0
Mantappppppppp gak pernah kecewa pokonya rekomendasi pokonya mantulll ,1.0
"Pengirimannya cpt, tasnya bagus, real picture, bahannya jg bgs kayak tas mahal. ",1.0
"Udah langganan dan gapernah gagal, secinta ituuu💜💜💜💜💜💜💜💜💜💜💜",1.0
Baguuuuusss bgt woy. Sumph ini murh bgttttt gw nemu ini prsis gini d jual 200ribu ini hanya 79.500 kualitasnyaa melebihi ekpektasi ,1.0
"Mantappp banget pengemasan cuma kurang dikasih bubblewrap, tolong dong kualitas pengemasan di tingkatkan lagi , khawatir ke gencet” soalnya kaya rada gepeng😿",1.0
"Kualitasnya emang nggk pernah ngecewain, harga murah tapi kualitas nggk murahan. Thanks seller 👍",1.0
The bestt emg ga prna kecewa beli di sini♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🥺♥️🥺🥺🥺🥺🥺🥺🥺🥺🥺♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1.0
